noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
door,person,blushed,HIGH,physical,The person began to,The door began to,The person blushed and began to,The door fell and began to,The door blushed and began to,0,VERB
thermometer,child,leaned,HIGH,physical,The child was very,The thermometer was very,The child leaned and was very,The thermometer fell and was very,The thermometer leaned and was very,2,ADJ
furniture,child,sighed,HIGH,physical,The child began to,The furniture began to,The child sighed and began to,The furniture fell and began to,The furniture sighed and began to,0,VERB
coffin,girl,grinned,HIGH,physical,The girl became very,The coffin became very,The girl grinned and became very,The coffin fell and became very,The coffin grinned and became very,3,ADJ
quilt,child,shaved,HIGH,physical,The child started to,The quilt started to,The child shaved and started to,The quilt fell and started to,The quilt shaved and started to,1,VERB
ring,man,bathed,HIGH-MID,physical,The man became very,The ring became very,The man bathed and became very,The ring fell and became very,The ring bathed and became very,3,ADJ
bin,man,stared,HIGH,physical,The man started to,The bin started to,The man stared and started to,The bin fell and started to,The bin stared and started to,1,VERB
keg,boy,commented,HIGH-MID,psychological,The boy started to,The keg started to,The boy commented and started to,The keg fell and started to,The keg commented and started to,1,VERB
cake,person,yawned,HIGH,physical,The person was very,The cake was very,The person yawned and was very,The cake fell and was very,The cake yawned and was very,2,ADJ
well,man,showered,HIGH-MID,physical,The man began to,The well began to,The man showered and began to,The well fell and began to,The well showered and began to,0,VERB
horn,girl,chuckled,HIGH,physical,The girl began to,The horn began to,The girl chuckled and began to,The horn fell and began to,The horn chuckled and began to,0,VERB
cane,girl,hissed,HIGH-MID,physical,The girl was very,The cane was very,The girl hissed and was very,The cane fell and was very,The cane hissed and was very,2,ADJ
sofa,girl,hesitated,HIGH,psychological,The girl started to,The sofa started to,The girl hesitated and started to,The sofa fell and started to,The sofa hesitated and started to,1,VERB
broom,man,suspected,HIGH,psychological,The man was very,The broom was very,The man suspected and was very,The broom fell and was very,The broom suspected and was very,2,ADJ
rifle,man,prayed,HIGH,psychological,The man was very,The rifle was very,The man prayed and was very,The rifle fell and was very,The rifle prayed and was very,2,ADJ
root,girl,gasped,HIGH,physical,The girl was very,The root was very,The girl gasped and was very,The root fell and was very,The root gasped and was very,2,ADJ
meteorite,child,listened,HIGH,physical,The child started to,The meteorite started to,The child listened and started to,The meteorite fell and started to,The meteorite listened and started to,1,VERB
cape,man,invested,MID,psychological,The man became very,The cape became very,The man invested and became very,The cape fell and became very,The cape invested and became very,3,ADJ
trombone,woman,thought,HIGH,psychological,The woman began to,The trombone began to,The woman thought and began to,The trombone fell and began to,The trombone thought and began to,0,VERB
fiddle,girl,graduated,HIGH-MID,psychological,The girl was very,The fiddle was very,The girl graduated and was very,The fiddle fell and was very,The fiddle graduated and was very,2,ADJ
bed,woman,stumbled,HIGH,physical,The woman was very,The bed was very,The woman stumbled and was very,The bed fell and was very,The bed stumbled and was very,2,ADJ
overcoat,girl,sighed,HIGH,physical,The girl became very,The overcoat became very,The girl sighed and became very,The overcoat fell and became very,The overcoat sighed and became very,3,ADJ
skull,girl,yawned,HIGH,physical,The girl began to,The skull began to,The girl yawned and began to,The skull fell and began to,The skull yawned and began to,0,VERB
cup,girl,howled,MID,physical,The girl was very,The cup was very,The girl howled and was very,The cup fell and was very,The cup howled and was very,2,ADJ
pearl,child,paid,HIGH-MID,psychological,The child was very,The pearl was very,The child paid and was very,The pearl fell and was very,The pearl paid and was very,2,ADJ
refrigerator,woman,practised,HIGH-MID,psychological,The woman was very,The refrigerator was very,The woman practised and was very,The refrigerator fell and was very,The refrigerator practised and was very,2,ADJ
bubble,child,fumbled,HIGH,physical,The child became very,The bubble became very,The child fumbled and became very,The bubble fell and became very,The bubble fumbled and became very,3,ADJ
oar,person,swallowed,HIGH,physical,The person became very,The oar became very,The person swallowed and became very,The oar fell and became very,The oar swallowed and became very,3,ADJ
mattress,boy,wailed,HIGH,physical,The boy was very,The mattress was very,The boy wailed and was very,The mattress fell and was very,The mattress wailed and was very,2,ADJ
bagpipe,man,laughed,HIGH,physical,The man started to,The bagpipe started to,The man laughed and started to,The bagpipe fell and started to,The bagpipe laughed and started to,1,VERB
collar,boy,gulped,HIGH,physical,The boy was very,The collar was very,The boy gulped and was very,The collar fell and was very,The collar gulped and was very,2,ADJ
hose,boy,paid,HIGH-MID,psychological,The boy started to,The hose started to,The boy paid and started to,The hose fell and started to,The hose paid and started to,1,VERB
flask,man,barked,MID,physical,The man started to,The flask started to,The man barked and started to,The flask fell and started to,The flask barked and started to,1,VERB
candy,boy,searched,HIGH-MID,psychological,The boy started to,The candy started to,The boy searched and started to,The candy fell and started to,The candy searched and started to,1,VERB
sculpture,girl,shaved,HIGH,physical,The girl was very,The sculpture was very,The girl shaved and was very,The sculpture fell and was very,The sculpture shaved and was very,2,ADJ
accordion,girl,pursued,HIGH-MID,psychological,The girl was very,The accordion was very,The girl pursued and was very,The accordion fell and was very,The accordion pursued and was very,2,ADJ
bench,girl,dozed,HIGH,physical,The girl became very,The bench became very,The girl dozed and became very,The bench fell and became very,The bench dozed and became very,3,ADJ
plane,girl,disagreed,HIGH-MID,psychological,The girl became very,The plane became very,The girl disagreed and became very,The plane fell and became very,The plane disagreed and became very,3,ADJ
medallion,woman,waved,HIGH,physical,The woman began to,The medallion began to,The woman waved and began to,The medallion fell and began to,The medallion waved and began to,0,VERB
napkin,woman,omitted,HIGH,physical,The woman started to,The napkin started to,The woman omitted and started to,The napkin fell and started to,The napkin omitted and started to,1,VERB
boat,woman,noticed,HIGH,psychological,The woman began to,The boat began to,The woman noticed and began to,The boat fell and began to,The boat noticed and began to,0,VERB
biscuit,person,blushed,HIGH,physical,The person was very,The biscuit was very,The person blushed and was very,The biscuit fell and was very,The biscuit blushed and was very,2,ADJ
fruit,person,clapped,HIGH,physical,The person became very,The fruit became very,The person clapped and became very,The fruit fell and became very,The fruit clapped and became very,3,ADJ
glass,girl,learnt,HIGH,psychological,The girl began to,The glass began to,The girl learnt and began to,The glass fell and began to,The glass learnt and began to,0,VERB
saxophone,boy,swam,MID,physical,The boy started to,The saxophone started to,The boy swam and started to,The saxophone fell and started to,The saxophone swam and started to,1,VERB
vase,child,spit,HIGH,physical,The child started to,The vase started to,The child spit and started to,The vase fell and started to,The vase spit and started to,1,VERB
letter,man,suspected,HIGH,psychological,The man became very,The letter became very,The man suspected and became very,The letter fell and became very,The letter suspected and became very,3,ADJ
kilt,person,wondered,HIGH,psychological,The person became very,The kilt became very,The person wondered and became very,The kilt fell and became very,The kilt wondered and became very,3,ADJ
electron,man,worried,HIGH-MID,psychological,The man was very,The electron was very,The man worried and was very,The electron fell and was very,The electron worried and was very,2,ADJ
sleigh,girl,noticed,HIGH,psychological,The girl began to,The sleigh began to,The girl noticed and began to,The sleigh fell and began to,The sleigh noticed and began to,0,VERB
meteorite,child,grunted,HIGH,physical,The child started to,The meteorite started to,The child grunted and started to,The meteorite fell and started to,The meteorite grunted and started to,1,VERB
wallet,girl,exclaimed,HIGH,psychological,The girl began to,The wallet began to,The girl exclaimed and began to,The wallet fell and began to,The wallet exclaimed and began to,0,VERB
phone,girl,read,HIGH,psychological,The girl began to,The phone began to,The girl read and began to,The phone fell and began to,The phone read and began to,0,VERB
door,woman,bellowed,HIGH,physical,The woman began to,The door began to,The woman bellowed and began to,The door fell and began to,The door bellowed and began to,0,VERB
missile,man,fainted,HIGH,physical,The man started to,The missile started to,The man fainted and started to,The missile fell and started to,The missile fainted and started to,1,VERB
submarine,girl,paid,HIGH-MID,psychological,The girl started to,The submarine started to,The girl paid and started to,The submarine fell and started to,The submarine paid and started to,1,VERB
collage,boy,scowled,HIGH,psychological,The boy became very,The collage became very,The boy scowled and became very,The collage fell and became very,The collage scowled and became very,3,ADJ
tripod,man,shuddered,HIGH-MID,physical,The man became very,The tripod became very,The man shuddered and became very,The tripod fell and became very,The tripod shuddered and became very,3,ADJ
pipe,person,suspected,HIGH,psychological,The person began to,The pipe began to,The person suspected and began to,The pipe fell and began to,The pipe suspected and began to,0,VERB
spoon,man,swore,HIGH,psychological,The man started to,The spoon started to,The man swore and started to,The spoon fell and started to,The spoon swore and started to,1,VERB
television,person,understood,HIGH,psychological,The person began to,The television began to,The person understood and began to,The television fell and began to,The television understood and began to,0,VERB
blouse,man,commented,HIGH-MID,psychological,The man began to,The blouse began to,The man commented and began to,The blouse fell and began to,The blouse commented and began to,0,VERB
hair,person,squatted,HIGH,physical,The person began to,The hair began to,The person squatted and began to,The hair fell and began to,The hair squatted and began to,0,VERB
purse,child,exclaimed,HIGH,psychological,The child started to,The purse started to,The child exclaimed and started to,The purse fell and started to,The purse exclaimed and started to,1,VERB
sandal,child,moaned,HIGH,psychological,The child began to,The sandal began to,The child moaned and began to,The sandal fell and began to,The sandal moaned and began to,0,VERB
bracelet,woman,visited,HIGH,psychological,The woman was very,The bracelet was very,The woman visited and was very,The bracelet fell and was very,The bracelet visited and was very,2,ADJ
stone,girl,watched,HIGH,physical,The girl started to,The stone started to,The girl watched and started to,The stone fell and started to,The stone watched and started to,1,VERB
watch,girl,wandered,HIGH-MID,physical,The girl began to,The watch began to,The girl wandered and began to,The watch fell and began to,The watch wandered and began to,0,VERB
bin,woman,leaned,HIGH,physical,The woman became very,The bin became very,The woman leaned and became very,The bin fell and became very,The bin leaned and became very,3,ADJ
medallion,boy,emigrated,HIGH,psychological,The boy began to,The medallion began to,The boy emigrated and began to,The medallion fell and began to,The medallion emigrated and began to,0,VERB
uniform,woman,enquired,HIGH,psychological,The woman was very,The uniform was very,The woman enquired and was very,The uniform fell and was very,The uniform enquired and was very,2,ADJ
newspaper,person,shrieked,HIGH-MID,physical,The person began to,The newspaper began to,The person shrieked and began to,The newspaper fell and began to,The newspaper shrieked and began to,0,VERB
ticket,girl,giggled,HIGH,physical,The girl became very,The ticket became very,The girl giggled and became very,The ticket fell and became very,The ticket giggled and became very,3,ADJ
bucket,person,retired,HIGH,psychological,The person started to,The bucket started to,The person retired and started to,The bucket fell and started to,The bucket retired and started to,1,VERB
overcoat,woman,practised,HIGH-MID,psychological,The woman became very,The overcoat became very,The woman practised and became very,The overcoat fell and became very,The overcoat practised and became very,3,ADJ
bandage,child,jogged,HIGH-MID,physical,The child started to,The bandage started to,The child jogged and started to,The bandage fell and started to,The bandage jogged and started to,1,VERB
mirror,girl,gestured,HIGH,physical,The girl began to,The mirror began to,The girl gestured and began to,The mirror fell and began to,The mirror gestured and began to,0,VERB
boat,woman,grinned,HIGH,physical,The woman became very,The boat became very,The woman grinned and became very,The boat fell and became very,The boat grinned and became very,3,ADJ
whistle,woman,understood,HIGH,psychological,The woman was very,The whistle was very,The woman understood and was very,The whistle fell and was very,The whistle understood and was very,2,ADJ
bucket,woman,trained,HIGH-MID,psychological,The woman began to,The bucket began to,The woman trained and began to,The bucket fell and began to,The bucket trained and began to,0,VERB
blossom,man,fiddled,HIGH,physical,The man was very,The blossom was very,The man fiddled and was very,The blossom fell and was very,The blossom fiddled and was very,2,ADJ
fruit,woman,retired,HIGH,psychological,The woman began to,The fruit began to,The woman retired and began to,The fruit fell and began to,The fruit retired and began to,0,VERB
column,man,interrupted,HIGH-MID,psychological,The man began to,The column began to,The man interrupted and began to,The column fell and began to,The column interrupted and began to,0,VERB
vase,woman,begged,HIGH,psychological,The woman started to,The vase started to,The woman begged and started to,The vase fell and started to,The vase begged and started to,1,VERB
thorn,man,watched,HIGH,physical,The man began to,The thorn began to,The man watched and began to,The thorn fell and began to,The thorn watched and began to,0,VERB
ambulance,woman,paced,HIGH,physical,The woman started to,The ambulance started to,The woman paced and started to,The ambulance fell and started to,The ambulance paced and started to,1,VERB
pendulum,girl,swam,MID,physical,The girl was very,The pendulum was very,The girl swam and was very,The pendulum fell and was very,The pendulum swam and was very,2,ADJ
bow,man,bellowed,HIGH,physical,The man became very,The bow became very,The man bellowed and became very,The bow fell and became very,The bow bellowed and became very,3,ADJ
piano,child,grumbled,HIGH,physical,The child was very,The piano was very,The child grumbled and was very,The piano fell and was very,The piano grumbled and was very,2,ADJ
suit,man,recovered,HIGH-MID,physical,The man became very,The suit became very,The man recovered and became very,The suit fell and became very,The suit recovered and became very,3,ADJ
cannon,boy,grieved,HIGH,psychological,The boy was very,The cannon was very,The boy grieved and was very,The cannon fell and was very,The cannon grieved and was very,2,ADJ
pistol,girl,shivered,HIGH,physical,The girl started to,The pistol started to,The girl shivered and started to,The pistol fell and started to,The pistol shivered and started to,1,VERB
automobile,woman,starved,HIGH,physical,The woman started to,The automobile started to,The woman starved and started to,The automobile fell and started to,The automobile starved and started to,1,VERB
book,boy,nodded,HIGH,physical,The boy became very,The book became very,The boy nodded and became very,The book fell and became very,The book nodded and became very,3,ADJ
bottle,child,rushed,HIGH-MID,psychological,The child began to,The bottle began to,The child rushed and began to,The bottle fell and began to,The bottle rushed and began to,0,VERB
yacht,girl,meditated,HIGH,psychological,The girl started to,The yacht started to,The girl meditated and started to,The yacht fell and started to,The yacht meditated and started to,1,VERB
buckle,boy,howled,MID,physical,The boy became very,The buckle became very,The boy howled and became very,The buckle fell and became very,The buckle howled and became very,3,ADJ
plane,man,replied,HIGH,psychological,The man became very,The plane became very,The man replied and became very,The plane fell and became very,The plane replied and became very,3,ADJ
bucket,girl,stammered,HIGH,physical,The girl started to,The bucket started to,The girl stammered and started to,The bucket fell and started to,The bucket stammered and started to,1,VERB
bomb,woman,thought,HIGH,psychological,The woman was very,The bomb was very,The woman thought and was very,The bomb fell and was very,The bomb thought and was very,2,ADJ
statue,man,stared,HIGH,physical,The man was very,The statue was very,The man stared and was very,The statue fell and was very,The statue stared and was very,2,ADJ
amplifier,boy,enquired,HIGH,psychological,The boy became very,The amplifier became very,The boy enquired and became very,The amplifier fell and became very,The amplifier enquired and became very,3,ADJ
buckle,girl,howled,MID,physical,The girl started to,The buckle started to,The girl howled and started to,The buckle fell and started to,The buckle howled and started to,1,VERB
stick,boy,frowned,HIGH,physical,The boy started to,The stick started to,The boy frowned and started to,The stick fell and started to,The stick frowned and started to,1,VERB
trombone,girl,wandered,HIGH-MID,physical,The girl began to,The trombone began to,The girl wandered and began to,The trombone fell and began to,The trombone wandered and began to,0,VERB
pot,man,read,HIGH,psychological,The man was very,The pot was very,The man read and was very,The pot fell and was very,The pot read and was very,2,ADJ
truck,girl,conceded,HIGH-MID,psychological,The girl began to,The truck began to,The girl conceded and began to,The truck fell and began to,The truck conceded and began to,0,VERB
dictionary,man,danced,HIGH-MID,physical,The man began to,The dictionary began to,The man danced and began to,The dictionary fell and began to,The dictionary danced and began to,0,VERB
figure,person,nodded,HIGH,physical,The person became very,The figure became very,The person nodded and became very,The figure fell and became very,The figure nodded and became very,3,ADJ
tire,woman,sat,HIGH,physical,The woman became very,The tire became very,The woman sat and became very,The tire fell and became very,The tire sat and became very,3,ADJ
telescope,girl,meditated,HIGH,psychological,The girl was very,The telescope was very,The girl meditated and was very,The telescope fell and was very,The telescope meditated and was very,2,ADJ
sun,child,trained,HIGH-MID,psychological,The child started to,The sun started to,The child trained and started to,The sun fell and started to,The sun trained and started to,1,VERB
stand,person,blinked,HIGH,physical,The person became very,The stand became very,The person blinked and became very,The stand fell and became very,The stand blinked and became very,3,ADJ
pants,woman,fled,HIGH-MID,physical,The woman began to,The pants began to,The woman fled and began to,The pants fell and began to,The pants fled and began to,0,VERB
satchel,woman,visited,HIGH,psychological,The woman started to,The satchel started to,The woman visited and started to,The satchel fell and started to,The satchel visited and started to,1,VERB
key,child,frowned,HIGH,physical,The child became very,The key became very,The child frowned and became very,The key fell and became very,The key frowned and became very,3,ADJ
violin,boy,hissed,HIGH-MID,physical,The boy was very,The violin was very,The boy hissed and was very,The violin fell and was very,The violin hissed and was very,2,ADJ
ski,child,crawled,HIGH-MID,physical,The child became very,The ski became very,The child crawled and became very,The ski fell and became very,The ski crawled and became very,3,ADJ
leaf,child,fainted,HIGH,physical,The child became very,The leaf became very,The child fainted and became very,The leaf fell and became very,The leaf fainted and became very,3,ADJ
van,girl,begged,HIGH,psychological,The girl began to,The van began to,The girl begged and began to,The van fell and began to,The van begged and began to,0,VERB
lamp,woman,fought,HIGH-MID,psychological,The woman started to,The lamp started to,The woman fought and started to,The lamp fell and started to,The lamp fought and started to,1,VERB
desk,woman,mumbled,HIGH,physical,The woman was very,The desk was very,The woman mumbled and was very,The desk fell and was very,The desk mumbled and was very,2,ADJ
column,child,shrugged,HIGH,physical,The child began to,The column began to,The child shrugged and began to,The column fell and began to,The column shrugged and began to,0,VERB
nest,boy,sniffed,HIGH,physical,The boy began to,The nest began to,The boy sniffed and began to,The nest fell and began to,The nest sniffed and began to,0,VERB
street,man,paid,HIGH-MID,psychological,The man was very,The street was very,The man paid and was very,The street fell and was very,The street paid and was very,2,ADJ
hair,person,registered,MID,psychological,The person was very,The hair was very,The person registered and was very,The hair fell and was very,The hair registered and was very,2,ADJ
bell,girl,visited,HIGH,psychological,The girl began to,The bell began to,The girl visited and began to,The bell fell and began to,The bell visited and began to,0,VERB
whistle,girl,painted,HIGH-MID,physical,The girl became very,The whistle became very,The girl painted and became very,The whistle fell and became very,The whistle painted and became very,3,ADJ
universe,child,dined,HIGH,physical,The child started to,The universe started to,The child dined and started to,The universe fell and started to,The universe dined and started to,1,VERB
road,person,spit,HIGH,physical,The person started to,The road started to,The person spit and started to,The road fell and started to,The road spit and started to,1,VERB
plate,man,waved,HIGH,physical,The man was very,The plate was very,The man waved and was very,The plate fell and was very,The plate waved and was very,2,ADJ
road,boy,cheated,HIGH,psychological,The boy was very,The road was very,The boy cheated and was very,The road fell and was very,The road cheated and was very,2,ADJ
balloon,man,consented,HIGH-MID,psychological,The man began to,The balloon began to,The man consented and began to,The balloon fell and began to,The balloon consented and began to,0,VERB
bag,man,died,HIGH,physical,The man became very,The bag became very,The man died and became very,The bag fell and became very,The bag died and became very,3,ADJ
tray,man,listened,HIGH,physical,The man became very,The tray became very,The man listened and became very,The tray fell and became very,The tray listened and became very,3,ADJ
telescope,woman,preached,HIGH,psychological,The woman became very,The telescope became very,The woman preached and became very,The telescope fell and became very,The telescope preached and became very,3,ADJ
pencil,man,retired,HIGH,psychological,The man started to,The pencil started to,The man retired and started to,The pencil fell and started to,The pencil retired and started to,1,VERB
biscuit,person,mourned,HIGH-MID,psychological,The person became very,The biscuit became very,The person mourned and became very,The biscuit fell and became very,The biscuit mourned and became very,3,ADJ
amplifier,girl,swallowed,HIGH,physical,The girl started to,The amplifier started to,The girl swallowed and started to,The amplifier fell and started to,The amplifier swallowed and started to,1,VERB
stage,boy,fumbled,HIGH,physical,The boy began to,The stage began to,The boy fumbled and began to,The stage fell and began to,The stage fumbled and began to,0,VERB
van,boy,grieved,HIGH,psychological,The boy became very,The van became very,The boy grieved and became very,The van fell and became very,The van grieved and became very,3,ADJ
jacket,woman,graduated,HIGH-MID,psychological,The woman began to,The jacket began to,The woman graduated and began to,The jacket fell and began to,The jacket graduated and began to,0,VERB
horn,girl,worried,HIGH-MID,psychological,The girl started to,The horn started to,The girl worried and started to,The horn fell and started to,The horn worried and started to,1,VERB
record,person,saluted,HIGH,psychological,The person was very,The record was very,The person saluted and was very,The record fell and was very,The record saluted and was very,2,ADJ
biscuit,man,paced,HIGH,physical,The man was very,The biscuit was very,The man paced and was very,The biscuit fell and was very,The biscuit paced and was very,2,ADJ
goblet,person,slept,HIGH,physical,The person began to,The goblet began to,The person slept and began to,The goblet fell and began to,The goblet slept and began to,0,VERB
tire,child,snored,HIGH,physical,The child was very,The tire was very,The child snored and was very,The tire fell and was very,The tire snored and was very,2,ADJ
biscuit,girl,married,HIGH,psychological,The girl became very,The biscuit became very,The girl married and became very,The biscuit fell and became very,The biscuit married and became very,3,ADJ
knife,child,crawled,HIGH-MID,physical,The child was very,The knife was very,The child crawled and was very,The knife fell and was very,The knife crawled and was very,2,ADJ
tape,woman,graduated,HIGH-MID,psychological,The woman became very,The tape became very,The woman graduated and became very,The tape fell and became very,The tape graduated and became very,3,ADJ
sock,man,waved,HIGH,physical,The man started to,The sock started to,The man waved and started to,The sock fell and started to,The sock waved and started to,1,VERB
amplifier,boy,graduated,HIGH-MID,psychological,The boy was very,The amplifier was very,The boy graduated and was very,The amplifier fell and was very,The amplifier graduated and was very,2,ADJ
tripod,woman,panted,HIGH,physical,The woman began to,The tripod began to,The woman panted and began to,The tripod fell and began to,The tripod panted and began to,0,VERB
automobile,girl,shrugged,HIGH,physical,The girl became very,The automobile became very,The girl shrugged and became very,The automobile fell and became very,The automobile shrugged and became very,3,ADJ
sleigh,boy,grinned,HIGH,physical,The boy became very,The sleigh became very,The boy grinned and became very,The sleigh fell and became very,The sleigh grinned and became very,3,ADJ
seed,boy,inhaled,HIGH,physical,The boy was very,The seed was very,The boy inhaled and was very,The seed fell and was very,The seed inhaled and was very,2,ADJ
spoon,person,worried,HIGH-MID,psychological,The person began to,The spoon began to,The person worried and began to,The spoon fell and began to,The spoon worried and began to,0,VERB
column,child,chanted,HIGH,psychological,The child began to,The column began to,The child chanted and began to,The column fell and began to,The column chanted and began to,0,VERB
knife,boy,chuckled,HIGH,physical,The boy began to,The knife began to,The boy chuckled and began to,The knife fell and began to,The knife chuckled and began to,0,VERB
tractor,child,bled,MID,physical,The child began to,The tractor began to,The child bled and began to,The tractor fell and began to,The tractor bled and began to,0,VERB
tray,person,disagreed,HIGH-MID,psychological,The person started to,The tray started to,The person disagreed and started to,The tray fell and started to,The tray disagreed and started to,1,VERB
stairs,girl,mumbled,HIGH,physical,The girl began to,The stairs began to,The girl mumbled and began to,The stairs fell and began to,The stairs mumbled and began to,0,VERB
rock,girl,stumbled,HIGH,physical,The girl began to,The rock began to,The girl stumbled and began to,The rock fell and began to,The rock stumbled and began to,0,VERB
violin,child,protested,HIGH,psychological,The child began to,The violin began to,The child protested and began to,The violin fell and began to,The violin protested and began to,0,VERB
sketch,man,remembered,HIGH,psychological,The man began to,The sketch began to,The man remembered and began to,The sketch fell and began to,The sketch remembered and began to,0,VERB
kilt,girl,crawled,HIGH-MID,physical,The girl began to,The kilt began to,The girl crawled and began to,The kilt fell and began to,The kilt crawled and began to,0,VERB
paper,boy,sat,HIGH,physical,The boy started to,The paper started to,The boy sat and started to,The paper fell and started to,The paper sat and started to,1,VERB
biscuit,girl,chose,HIGH,psychological,The girl began to,The biscuit began to,The girl chose and began to,The biscuit fell and began to,The biscuit chose and began to,0,VERB
ferry,man,taught,HIGH-MID,psychological,The man began to,The ferry began to,The man taught and began to,The ferry fell and began to,The ferry taught and began to,0,VERB
ambulance,girl,grieved,HIGH,psychological,The girl began to,The ambulance began to,The girl grieved and began to,The ambulance fell and began to,The ambulance grieved and began to,0,VERB
yacht,man,meditated,HIGH,psychological,The man began to,The yacht began to,The man meditated and began to,The yacht fell and began to,The yacht meditated and began to,0,VERB
paper,girl,fought,HIGH-MID,psychological,The girl started to,The paper started to,The girl fought and started to,The paper fell and started to,The paper fought and started to,1,VERB
bow,girl,wandered,HIGH-MID,physical,The girl started to,The bow started to,The girl wandered and started to,The bow fell and started to,The bow wandered and started to,1,VERB
magazine,child,jumped,HIGH-MID,physical,The child became very,The magazine became very,The child jumped and became very,The magazine fell and became very,The magazine jumped and became very,3,ADJ
ski,man,snarled,HIGH,psychological,The man started to,The ski started to,The man snarled and started to,The ski fell and started to,The ski snarled and started to,1,VERB
tire,boy,gulped,HIGH,physical,The boy began to,The tire began to,The boy gulped and began to,The tire fell and began to,The tire gulped and began to,0,VERB
note,girl,waited,HIGH,psychological,The girl was very,The note was very,The girl waited and was very,The note fell and was very,The note waited and was very,2,ADJ
key,person,shouted,HIGH,physical,The person started to,The key started to,The person shouted and started to,The key fell and started to,The key shouted and started to,1,VERB
saddle,woman,spoke,HIGH,psychological,The woman began to,The saddle began to,The woman spoke and began to,The saddle fell and began to,The saddle spoke and began to,0,VERB
hammer,man,chuckled,HIGH,physical,The man became very,The hammer became very,The man chuckled and became very,The hammer fell and became very,The hammer chuckled and became very,3,ADJ
well,person,painted,HIGH-MID,physical,The person started to,The well started to,The person painted and started to,The well fell and started to,The well painted and started to,1,VERB
umbrella,girl,howled,MID,physical,The girl was very,The umbrella was very,The girl howled and was very,The umbrella fell and was very,The umbrella howled and was very,2,ADJ
cup,man,visited,HIGH,psychological,The man became very,The cup became very,The man visited and became very,The cup fell and became very,The cup visited and became very,3,ADJ
trumpet,woman,died,HIGH,physical,The woman was very,The trumpet was very,The woman died and was very,The trumpet fell and was very,The trumpet died and was very,2,ADJ
oven,woman,bled,MID,physical,The woman began to,The oven began to,The woman bled and began to,The oven fell and began to,The oven bled and began to,0,VERB
plane,person,noticed,HIGH,psychological,The person became very,The plane became very,The person noticed and became very,The plane fell and became very,The plane noticed and became very,3,ADJ
oar,man,dozed,HIGH,physical,The man was very,The oar was very,The man dozed and was very,The oar fell and was very,The oar dozed and was very,2,ADJ
stage,man,blushed,HIGH,physical,The man started to,The stage started to,The man blushed and started to,The stage fell and started to,The stage blushed and started to,1,VERB
ion,child,read,HIGH,psychological,The child started to,The ion started to,The child read and started to,The ion fell and started to,The ion read and started to,1,VERB
oar,person,stumbled,HIGH,physical,The person became very,The oar became very,The person stumbled and became very,The oar fell and became very,The oar stumbled and became very,3,ADJ
hair,woman,cheated,HIGH,psychological,The woman was very,The hair was very,The woman cheated and was very,The hair fell and was very,The hair cheated and was very,2,ADJ
clothing,man,trained,HIGH-MID,psychological,The man became very,The clothing became very,The man trained and became very,The clothing fell and became very,The clothing trained and became very,3,ADJ
tablespoon,child,watched,HIGH,physical,The child began to,The tablespoon began to,The child watched and began to,The tablespoon fell and began to,The tablespoon watched and began to,0,VERB
suitcase,woman,stole,HIGH-MID,psychological,The woman started to,The suitcase started to,The woman stole and started to,The suitcase fell and started to,The suitcase stole and started to,1,VERB
buckle,woman,stepped,HIGH,physical,The woman started to,The buckle started to,The woman stepped and started to,The buckle fell and started to,The buckle stepped and started to,1,VERB
glass,boy,flinched,HIGH,physical,The boy started to,The glass started to,The boy flinched and started to,The glass fell and started to,The glass flinched and started to,1,VERB
ferry,girl,staggered,HIGH-MID,physical,The girl became very,The ferry became very,The girl staggered and became very,The ferry fell and became very,The ferry staggered and became very,3,ADJ
dictionary,person,answered,HIGH,psychological,The person began to,The dictionary began to,The person answered and began to,The dictionary fell and began to,The dictionary answered and began to,0,VERB
pipe,man,crawled,HIGH-MID,physical,The man became very,The pipe became very,The man crawled and became very,The pipe fell and became very,The pipe crawled and became very,3,ADJ
bubble,man,answered,HIGH,psychological,The man began to,The bubble began to,The man answered and began to,The bubble fell and began to,The bubble answered and began to,0,VERB
twig,person,packed,HIGH-MID,physical,The person was very,The twig was very,The person packed and was very,The twig fell and was very,The twig packed and was very,2,ADJ
automobile,child,paced,HIGH,physical,The child was very,The automobile was very,The child paced and was very,The automobile fell and was very,The automobile paced and was very,2,ADJ
amplifier,boy,blushed,HIGH,physical,The boy was very,The amplifier was very,The boy blushed and was very,The amplifier fell and was very,The amplifier blushed and was very,2,ADJ
cart,child,drawled,HIGH,physical,The child became very,The cart became very,The child drawled and became very,The cart fell and became very,The cart drawled and became very,3,ADJ
shield,boy,walked,HIGH,physical,The boy became very,The shield became very,The boy walked and became very,The shield fell and became very,The shield walked and became very,3,ADJ
ion,man,pursued,HIGH-MID,psychological,The man began to,The ion began to,The man pursued and began to,The ion fell and began to,The ion pursued and began to,0,VERB
seed,child,growled,HIGH,physical,The child became very,The seed became very,The child growled and became very,The seed fell and became very,The seed growled and became very,3,ADJ
fiddle,boy,remembered,HIGH,psychological,The boy began to,The fiddle began to,The boy remembered and began to,The fiddle fell and began to,The fiddle remembered and began to,0,VERB
pistol,boy,objected,HIGH-MID,psychological,The boy began to,The pistol began to,The boy objected and began to,The pistol fell and began to,The pistol objected and began to,0,VERB
