noun,human,verb,verb_frequency,verb_category,animate_no_context,inanimate_no_context,animate_context,inanimate_context,experimental,prompt_id,prompt_type
tank,operator,confessed,HIGH,psychological,The operator began to,The tank began to,The operator confessed and began to,The tank fell and began to,The tank confessed and began to,0,VERB
pendulum,clerk,stumbled,HIGH,physical,The clerk became very,The pendulum became very,The clerk stumbled and became very,The pendulum fell and became very,The pendulum stumbled and became very,3,ADJ
hat,journalist,shuddered,HIGH-MID,physical,The journalist started to,The hat started to,The journalist shuddered and started to,The hat fell and started to,The hat shuddered and started to,1,VERB
bed,engineer,blushed,HIGH,physical,The engineer began to,The bed began to,The engineer blushed and began to,The bed fell and began to,The bed blushed and began to,0,VERB
boot,reporter,painted,HIGH-MID,physical,The reporter was very,The boot was very,The reporter painted and was very,The boot fell and was very,The boot painted and was very,2,ADJ
bagpipe,infantryman,recovered,HIGH-MID,physical,The infantryman began to,The bagpipe began to,The infantryman recovered and began to,The bagpipe fell and began to,The bagpipe recovered and began to,0,VERB
dagger,barber,smiled,HIGH,physical,The barber became very,The dagger became very,The barber smiled and became very,The dagger fell and became very,The dagger smiled and became very,3,ADJ
refrigerator,archaeologist,taught,HIGH-MID,psychological,The archaeologist was very,The refrigerator was very,The archaeologist taught and was very,The refrigerator fell and was very,The refrigerator taught and was very,2,ADJ
purse,auditor,screamed,HIGH-MID,physical,The auditor began to,The purse began to,The auditor screamed and began to,The purse fell and began to,The purse screamed and began to,0,VERB
barrel,physician,emigrated,HIGH,psychological,The physician was very,The barrel was very,The physician emigrated and was very,The barrel fell and was very,The barrel emigrated and was very,2,ADJ
leaf,chancellor,slept,HIGH,physical,The chancellor was very,The leaf was very,The chancellor slept and was very,The leaf fell and was very,The leaf slept and was very,2,ADJ
button,baker,grunted,HIGH,physical,The baker was very,The button was very,The baker grunted and was very,The button fell and was very,The button grunted and was very,2,ADJ
biscuit,art director,revelled,HIGH,psychological,The art director became very,The biscuit became very,The art director revelled and became very,The biscuit fell and became very,The biscuit revelled and became very,3,ADJ
car,minister,ate,HIGH,physical,The minister began to,The car began to,The minister ate and began to,The car fell and began to,The car ate and began to,0,VERB
pistol,fisher,mumbled,HIGH,physical,The fisher was very,The pistol was very,The fisher mumbled and was very,The pistol fell and was very,The pistol mumbled and was very,2,ADJ
tractor,niece,retired,HIGH,psychological,The niece became very,The tractor became very,The niece retired and became very,The tractor fell and became very,The tractor retired and became very,3,ADJ
figure,student,exclaimed,HIGH,psychological,The student was very,The figure was very,The student exclaimed and was very,The figure fell and was very,The figure exclaimed and was very,2,ADJ
harp,niece,walked,HIGH,physical,The niece became very,The harp became very,The niece walked and became very,The harp fell and became very,The harp walked and became very,3,ADJ
picture,boy,struggled,HIGH-MID,psychological,The boy became very,The picture became very,The boy struggled and became very,The picture fell and became very,The picture struggled and became very,3,ADJ
thread,nephew,read,HIGH,psychological,The nephew became very,The thread became very,The nephew read and became very,The thread fell and became very,The thread read and became very,3,ADJ
pot,journalist,chose,HIGH,psychological,The journalist began to,The pot began to,The journalist chose and began to,The pot fell and began to,The pot chose and began to,0,VERB
brush,scout,revelled,HIGH,psychological,The scout was very,The brush was very,The scout revelled and was very,The brush fell and was very,The brush revelled and was very,2,ADJ
nest,reporter,pled,HIGH,psychological,The reporter began to,The nest began to,The reporter pled and began to,The nest fell and began to,The nest pled and began to,0,VERB
watch,coach,graduated,HIGH-MID,psychological,The coach began to,The watch began to,The coach graduated and began to,The watch fell and began to,The watch graduated and began to,0,VERB
rifle,founder,murmured,HIGH,physical,The founder started to,The rifle started to,The founder murmured and started to,The rifle fell and started to,The rifle murmured and started to,1,VERB
instrument,author,jogged,HIGH-MID,physical,The author started to,The instrument started to,The author jogged and started to,The instrument fell and started to,The instrument jogged and started to,1,VERB
coffin,researcher,prayed,HIGH,psychological,The researcher became very,The coffin became very,The researcher prayed and became very,The coffin fell and became very,The coffin prayed and became very,3,ADJ
vest,cns,waited,HIGH,psychological,The cns began to,The vest began to,The cns waited and began to,The vest fell and began to,The vest waited and began to,0,VERB
screen,boy,swore,HIGH,psychological,The boy started to,The screen started to,The boy swore and started to,The screen fell and started to,The screen swore and started to,1,VERB
candy,broadcaster,grunted,HIGH,physical,The broadcaster began to,The candy began to,The broadcaster grunted and began to,The candy fell and began to,The candy grunted and began to,0,VERB
flute,consultant,insisted,HIGH-MID,psychological,The consultant became very,The flute became very,The consultant insisted and became very,The flute fell and became very,The flute insisted and became very,3,ADJ
shield,associate,revelled,HIGH,psychological,The associate became very,The shield became very,The associate revelled and became very,The shield fell and became very,The shield revelled and became very,3,ADJ
stairs,sheriff,jogged,HIGH-MID,physical,The sheriff became very,The stairs became very,The sheriff jogged and became very,The stairs fell and became very,The stairs jogged and became very,3,ADJ
bell,secretary,misunderstood,HIGH,psychological,The secretary started to,The bell started to,The secretary misunderstood and started to,The bell fell and started to,The bell misunderstood and started to,1,VERB
letter,wife,drawled,HIGH,physical,The wife began to,The letter began to,The wife drawled and began to,The letter fell and began to,The letter drawled and began to,0,VERB
costume,grandfather,confessed,HIGH,psychological,The grandfather became very,The costume became very,The grandfather confessed and became very,The costume fell and became very,The costume confessed and became very,3,ADJ
bread,assistant,sobbed,HIGH,physical,The assistant became very,The bread became very,The assistant sobbed and became very,The bread fell and became very,The bread sobbed and became very,3,ADJ
hailstone,facilitator,interrupted,HIGH-MID,psychological,The facilitator became very,The hailstone became very,The facilitator interrupted and became very,The hailstone fell and became very,The hailstone interrupted and became very,3,ADJ
accordion,biologist,barked,MID,physical,The biologist was very,The accordion was very,The biologist barked and was very,The accordion fell and was very,The accordion barked and was very,2,ADJ
overcoat,infantryman,nodded,HIGH,physical,The infantryman started to,The overcoat started to,The infantryman nodded and started to,The overcoat fell and started to,The overcoat nodded and started to,1,VERB
needle,programmer,trained,HIGH-MID,psychological,The programmer started to,The needle started to,The programmer trained and started to,The needle fell and started to,The needle trained and started to,1,VERB
ball,child,interrupted,HIGH-MID,psychological,The child became very,The ball became very,The child interrupted and became very,The ball fell and became very,The ball interrupted and became very,3,ADJ
whistle,sailor,shaved,HIGH,physical,The sailor started to,The whistle started to,The sailor shaved and started to,The whistle fell and started to,The whistle shaved and started to,1,VERB
microscope,scout,grimaced,HIGH,physical,The scout was very,The microscope was very,The scout grimaced and was very,The microscope fell and was very,The microscope grimaced and was very,2,ADJ
car,minister,stared,HIGH,physical,The minister became very,The car became very,The minister stared and became very,The car fell and became very,The car stared and became very,3,ADJ
bed,engineer,pissed,HIGH,physical,The engineer began to,The bed began to,The engineer pissed and began to,The bed fell and began to,The bed pissed and began to,0,VERB
barrel,physician,understood,HIGH,psychological,The physician became very,The barrel became very,The physician understood and became very,The barrel fell and became very,The barrel understood and became very,3,ADJ
pen,attorney,blushed,HIGH,physical,The attorney started to,The pen started to,The attorney blushed and started to,The pen fell and started to,The pen blushed and started to,1,VERB
nest,reporter,flinched,HIGH,physical,The reporter began to,The nest began to,The reporter flinched and began to,The nest fell and began to,The nest flinched and began to,0,VERB
knife,nephew,disagreed,HIGH-MID,psychological,The nephew started to,The knife started to,The nephew disagreed and started to,The knife fell and started to,The knife disagreed and started to,1,VERB
chisel,chief executive officer,bathed,HIGH-MID,physical,The chief executive officer became very,The chisel became very,The chief executive officer bathed and became very,The chisel fell and became very,The chisel bathed and became very,3,ADJ
bra,laborer,dreamed,HIGH,psychological,The laborer began to,The bra began to,The laborer dreamed and began to,The bra fell and began to,The bra dreamed and began to,0,VERB
string,author,argued,HIGH-MID,psychological,The author became very,The string became very,The author argued and became very,The string fell and became very,The string argued and became very,3,ADJ
steak,city manager,hastened,HIGH-MID,psychological,The city manager started to,The steak started to,The city manager hastened and started to,The steak fell and started to,The steak hastened and started to,1,VERB
painting,boy,protested,HIGH,psychological,The boy was very,The painting was very,The boy protested and was very,The painting fell and was very,The painting protested and was very,2,ADJ
typewriter,grandson,retired,HIGH,psychological,The grandson started to,The typewriter started to,The grandson retired and started to,The typewriter fell and started to,The typewriter retired and started to,1,VERB
flute,consultant,answered,HIGH,psychological,The consultant started to,The flute started to,The consultant answered and started to,The flute fell and started to,The flute answered and started to,1,VERB
seed,engineer,flinched,HIGH,physical,The engineer was very,The seed was very,The engineer flinched and was very,The seed fell and was very,The seed flinched and was very,2,ADJ
overcoat,infantryman,shuddered,HIGH-MID,physical,The infantryman was very,The overcoat was very,The infantryman shuddered and was very,The overcoat fell and was very,The overcoat shuddered and was very,2,ADJ
nest,reporter,painted,HIGH-MID,physical,The reporter became very,The nest became very,The reporter painted and became very,The nest fell and became very,The nest painted and became very,3,ADJ
bread,assistant,slept,HIGH,physical,The assistant was very,The bread was very,The assistant slept and was very,The bread fell and was very,The bread slept and was very,2,ADJ
statue,chairman,prayed,HIGH,psychological,The chairman started to,The statue started to,The chairman prayed and started to,The statue fell and started to,The statue prayed and started to,1,VERB
shirt,secretary of state,talked,HIGH,psychological,The secretary of state began to,The shirt began to,The secretary of state talked and began to,The shirt fell and began to,The shirt talked and began to,0,VERB
wire,partner,rambled,HIGH-MID,physical,The partner started to,The wire started to,The partner rambled and started to,The wire fell and started to,The wire rambled and started to,1,VERB
bubble,nephew,nodded,HIGH,physical,The nephew was very,The bubble was very,The nephew nodded and was very,The bubble fell and was very,The bubble nodded and was very,2,ADJ
stove,police officer,chose,HIGH,psychological,The police officer began to,The stove began to,The police officer chose and began to,The stove fell and began to,The stove chose and began to,0,VERB
sculpture,founder,shouted,HIGH,physical,The founder began to,The sculpture began to,The founder shouted and began to,The sculpture fell and began to,The sculpture shouted and began to,0,VERB
rock,wife,sobbed,HIGH,physical,The wife became very,The rock became very,The wife sobbed and became very,The rock fell and became very,The rock sobbed and became very,3,ADJ
blanket,brigadier,shuddered,HIGH-MID,physical,The brigadier started to,The blanket started to,The brigadier shuddered and started to,The blanket fell and started to,The blanket shuddered and started to,1,VERB
propeller,mathematician,gasped,HIGH,physical,The mathematician was very,The propeller was very,The mathematician gasped and was very,The propeller fell and was very,The propeller gasped and was very,2,ADJ
branch,husband,giggled,HIGH,physical,The husband was very,The branch was very,The husband giggled and was very,The branch fell and was very,The branch giggled and was very,2,ADJ
microscope,scout,revelled,HIGH,psychological,The scout began to,The microscope began to,The scout revelled and began to,The microscope fell and began to,The microscope revelled and began to,0,VERB
vehicle,boy,whispered,HIGH,physical,The boy was very,The vehicle was very,The boy whispered and was very,The vehicle fell and was very,The vehicle whispered and was very,2,ADJ
furniture,chancellor,noticed,HIGH,psychological,The chancellor began to,The furniture began to,The chancellor noticed and began to,The furniture fell and began to,The furniture noticed and began to,0,VERB
dart,planner,remembered,HIGH,psychological,The planner became very,The dart became very,The planner remembered and became very,The dart fell and became very,The dart remembered and became very,3,ADJ
bottle,grandfather,read,HIGH,psychological,The grandfather began to,The bottle began to,The grandfather read and began to,The bottle fell and began to,The bottle read and began to,0,VERB
scroll,niece,meditated,HIGH,psychological,The niece became very,The scroll became very,The niece meditated and became very,The scroll fell and became very,The scroll meditated and became very,3,ADJ
yacht,chief of staff,mumbled,HIGH,physical,The chief of staff started to,The yacht started to,The chief of staff mumbled and started to,The yacht fell and started to,The yacht mumbled and started to,1,VERB
ornament,executive officer,interrupted,HIGH-MID,psychological,The executive officer was very,The ornament was very,The executive officer interrupted and was very,The ornament fell and was very,The ornament interrupted and was very,2,ADJ
bubble,nephew,trained,HIGH-MID,psychological,The nephew was very,The bubble was very,The nephew trained and was very,The bubble fell and was very,The bubble trained and was very,2,ADJ
submarine,uncle,pursued,HIGH-MID,psychological,The uncle became very,The submarine became very,The uncle pursued and became very,The submarine fell and became very,The submarine pursued and became very,3,ADJ
collage,chief engineer,noticed,HIGH,psychological,The chief engineer was very,The collage was very,The chief engineer noticed and was very,The collage fell and was very,The collage noticed and was very,2,ADJ
sculpture,founder,commented,HIGH-MID,psychological,The founder began to,The sculpture began to,The founder commented and began to,The sculpture fell and began to,The sculpture commented and began to,0,VERB
hair,pilot,dreamed,HIGH,psychological,The pilot was very,The hair was very,The pilot dreamed and was very,The hair fell and was very,The hair dreamed and was very,2,ADJ
shawl,assistant director,waited,HIGH,psychological,The assistant director began to,The shawl began to,The assistant director waited and began to,The shawl fell and began to,The shawl waited and began to,0,VERB
uniform,agent,murmured,HIGH,physical,The agent was very,The uniform was very,The agent murmured and was very,The uniform fell and was very,The uniform murmured and was very,2,ADJ
cake,clerk,gulped,HIGH,physical,The clerk started to,The cake started to,The clerk gulped and started to,The cake fell and started to,The cake gulped and started to,1,VERB
coin,chairman,confessed,HIGH,psychological,The chairman was very,The coin was very,The chairman confessed and was very,The coin fell and was very,The coin confessed and was very,2,ADJ
wallet,associate professor,wandered,HIGH-MID,physical,The associate professor was very,The wallet was very,The associate professor wandered and was very,The wallet fell and was very,The wallet wandered and was very,2,ADJ
lantern,policeman,retorted,HIGH,psychological,The policeman was very,The lantern was very,The policeman retorted and was very,The lantern fell and was very,The lantern retorted and was very,2,ADJ
plate,secretary,drank,HIGH,physical,The secretary was very,The plate was very,The secretary drank and was very,The plate fell and was very,The plate drank and was very,2,ADJ
lamp,dean,laughed,HIGH,physical,The dean started to,The lamp started to,The dean laughed and started to,The lamp fell and started to,The lamp laughed and started to,1,VERB
refrigerator,archaeologist,fiddled,HIGH,physical,The archaeologist became very,The refrigerator became very,The archaeologist fiddled and became very,The refrigerator fell and became very,The refrigerator fiddled and became very,3,ADJ
telescope,journalist,drank,HIGH,physical,The journalist was very,The telescope was very,The journalist drank and was very,The telescope fell and was very,The telescope drank and was very,2,ADJ
goblet,assistant professor,drowned,HIGH-MID,physical,The assistant professor began to,The goblet began to,The assistant professor drowned and began to,The goblet fell and began to,The goblet drowned and began to,0,VERB
vase,assembler,studied,HIGH-MID,psychological,The assembler started to,The vase started to,The assembler studied and started to,The vase fell and started to,The vase studied and started to,1,VERB
sofa,assistant director,enquired,HIGH,psychological,The assistant director became very,The sofa became very,The assistant director enquired and became very,The sofa fell and became very,The sofa enquired and became very,3,ADJ
accordion,biologist,blushed,HIGH,physical,The biologist began to,The accordion began to,The biologist blushed and began to,The accordion fell and began to,The accordion blushed and began to,0,VERB
bread,assistant,noticed,HIGH,psychological,The assistant started to,The bread started to,The assistant noticed and started to,The bread fell and started to,The bread noticed and started to,1,VERB
typewriter,grandson,taught,HIGH-MID,psychological,The grandson started to,The typewriter started to,The grandson taught and started to,The typewriter fell and started to,The typewriter taught and started to,1,VERB
wallet,associate professor,flushed,HIGH-MID,physical,The associate professor began to,The wallet began to,The associate professor flushed and began to,The wallet fell and began to,The wallet flushed and began to,0,VERB
suit,judge,gasped,HIGH,physical,The judge became very,The suit became very,The judge gasped and became very,The suit fell and became very,The suit gasped and became very,3,ADJ
flask,accountant,shrugged,HIGH,physical,The accountant became very,The flask became very,The accountant shrugged and became very,The flask fell and became very,The flask shrugged and became very,3,ADJ
camera,pilot,stammered,HIGH,physical,The pilot started to,The camera started to,The pilot stammered and started to,The camera fell and started to,The camera stammered and started to,1,VERB
tie,founder,listened,HIGH,physical,The founder became very,The tie became very,The founder listened and became very,The tie fell and became very,The tie listened and became very,3,ADJ
purse,auditor,panicked,HIGH,psychological,The auditor was very,The purse was very,The auditor panicked and was very,The purse fell and was very,The purse panicked and was very,2,ADJ
button,baker,drank,HIGH,physical,The baker became very,The button became very,The baker drank and became very,The button fell and became very,The button drank and became very,3,ADJ
pendulum,clerk,evacuated,HIGH-MID,psychological,The clerk was very,The pendulum was very,The clerk evacuated and was very,The pendulum fell and was very,The pendulum evacuated and was very,2,ADJ
suit,judge,hissed,HIGH-MID,physical,The judge started to,The suit started to,The judge hissed and started to,The suit fell and started to,The suit hissed and started to,1,VERB
trombone,teenager,dined,HIGH,physical,The teenager was very,The trombone was very,The teenager dined and was very,The trombone fell and was very,The trombone dined and was very,2,ADJ
chair,architect,sighed,HIGH,physical,The architect started to,The chair started to,The architect sighed and started to,The chair fell and started to,The chair sighed and started to,1,VERB
automobile,nephew,giggled,HIGH,physical,The nephew started to,The automobile started to,The nephew giggled and started to,The automobile fell and started to,The automobile giggled and started to,1,VERB
painting,boy,showered,HIGH-MID,physical,The boy began to,The painting began to,The boy showered and began to,The painting fell and began to,The painting showered and began to,0,VERB
tweezers,infantryman,glared,HIGH,physical,The infantryman became very,The tweezers became very,The infantryman glared and became very,The tweezers fell and became very,The tweezers glared and became very,3,ADJ
phone,coach,volunteered,HIGH,psychological,The coach became very,The phone became very,The coach volunteered and became very,The phone fell and became very,The phone volunteered and became very,3,ADJ
string,author,showered,HIGH-MID,physical,The author was very,The string was very,The author showered and was very,The string fell and was very,The string showered and was very,2,ADJ
candy,broadcaster,panicked,HIGH,psychological,The broadcaster was very,The candy was very,The broadcaster panicked and was very,The candy fell and was very,The candy panicked and was very,2,ADJ
plate,secretary,visited,HIGH,psychological,The secretary was very,The plate was very,The secretary visited and was very,The plate fell and was very,The plate visited and was very,2,ADJ
dictionary,priest,shivered,HIGH,physical,The priest was very,The dictionary was very,The priest shivered and was very,The dictionary fell and was very,The dictionary shivered and was very,2,ADJ
map,author,yelled,HIGH,physical,The author became very,The map became very,The author yelled and became very,The map fell and became very,The map yelled and became very,3,ADJ
wagon,cleaner,grieved,HIGH,psychological,The cleaner began to,The wagon began to,The cleaner grieved and began to,The wagon fell and began to,The wagon grieved and began to,0,VERB
automobile,nephew,visited,HIGH,psychological,The nephew was very,The automobile was very,The nephew visited and was very,The automobile fell and was very,The automobile visited and was very,2,ADJ
trombone,teenager,ate,HIGH,physical,The teenager started to,The trombone started to,The teenager ate and started to,The trombone fell and started to,The trombone ate and started to,1,VERB
harp,niece,revelled,HIGH,psychological,The niece became very,The harp became very,The niece revelled and became very,The harp fell and became very,The harp revelled and became very,3,ADJ
timepiece,actuary,enquired,HIGH,psychological,The actuary was very,The timepiece was very,The actuary enquired and was very,The timepiece fell and was very,The timepiece enquired and was very,2,ADJ
submarine,uncle,flinched,HIGH,physical,The uncle started to,The submarine started to,The uncle flinched and started to,The submarine fell and started to,The submarine flinched and started to,1,VERB
helmet,vice president,moaned,HIGH,psychological,The vice president began to,The helmet began to,The vice president moaned and began to,The helmet fell and began to,The helmet moaned and began to,0,VERB
book,president,blushed,HIGH,physical,The president became very,The book became very,The president blushed and became very,The book fell and became very,The book blushed and became very,3,ADJ
refrigerator,archaeologist,murmured,HIGH,physical,The archaeologist started to,The refrigerator started to,The archaeologist murmured and started to,The refrigerator fell and started to,The refrigerator murmured and started to,1,VERB
scissors,broker,swam,MID,physical,The broker started to,The scissors started to,The broker swam and started to,The scissors fell and started to,The scissors swam and started to,1,VERB
accordion,biologist,scowled,HIGH,psychological,The biologist became very,The accordion became very,The biologist scowled and became very,The accordion fell and became very,The accordion scowled and became very,3,ADJ
tire,broadcaster,winked,HIGH-MID,physical,The broadcaster was very,The tire was very,The broadcaster winked and was very,The tire fell and was very,The tire winked and was very,2,ADJ
tie,founder,taught,HIGH-MID,psychological,The founder began to,The tie began to,The founder taught and began to,The tie fell and began to,The tie taught and began to,0,VERB
flute,consultant,jumped,HIGH-MID,physical,The consultant was very,The flute was very,The consultant jumped and was very,The flute fell and was very,The flute jumped and was very,2,ADJ
oven,pastor,lamented,HIGH,psychological,The pastor started to,The oven started to,The pastor lamented and started to,The oven fell and started to,The oven lamented and started to,1,VERB
tray,executive officer,growled,HIGH,physical,The executive officer was very,The tray was very,The executive officer growled and was very,The tray fell and was very,The tray growled and was very,2,ADJ
plane,author,prayed,HIGH,psychological,The author started to,The plane started to,The author prayed and started to,The plane fell and started to,The plane prayed and started to,1,VERB
goblet,assistant professor,inhaled,HIGH,physical,The assistant professor was very,The goblet was very,The assistant professor inhaled and was very,The goblet fell and was very,The goblet inhaled and was very,2,ADJ
branch,husband,shaved,HIGH,physical,The husband became very,The branch became very,The husband shaved and became very,The branch fell and became very,The branch shaved and became very,3,ADJ
shawl,assistant director,bowed,HIGH-MID,physical,The assistant director started to,The shawl started to,The assistant director bowed and started to,The shawl fell and started to,The shawl bowed and started to,1,VERB
timepiece,actuary,walked,HIGH,physical,The actuary became very,The timepiece became very,The actuary walked and became very,The timepiece fell and became very,The timepiece walked and became very,3,ADJ
banner,vice president,pounced,HIGH-MID,physical,The vice president was very,The banner was very,The vice president pounced and was very,The banner fell and was very,The banner pounced and was very,2,ADJ
bed,engineer,danced,HIGH-MID,physical,The engineer began to,The bed began to,The engineer danced and began to,The bed fell and began to,The bed danced and began to,0,VERB
pool,chairman,sniffed,HIGH,physical,The chairman became very,The pool became very,The chairman sniffed and became very,The pool fell and became very,The pool sniffed and became very,3,ADJ
oven,pastor,agreed,HIGH-MID,psychological,The pastor began to,The oven began to,The pastor agreed and began to,The oven fell and began to,The oven agreed and began to,0,VERB
kilt,bartender,understood,HIGH,psychological,The bartender started to,The kilt started to,The bartender understood and started to,The kilt fell and started to,The kilt understood and started to,1,VERB
chair,architect,visited,HIGH,psychological,The architect began to,The chair began to,The architect visited and began to,The chair fell and began to,The chair visited and began to,0,VERB
road,wife,snorted,HIGH,physical,The wife was very,The road was very,The wife snorted and was very,The road fell and was very,The road snorted and was very,2,ADJ
bread,assistant,mumbled,HIGH,physical,The assistant started to,The bread started to,The assistant mumbled and started to,The bread fell and started to,The bread mumbled and started to,1,VERB
road,wife,bled,MID,physical,The wife began to,The road began to,The wife bled and began to,The road fell and began to,The road bled and began to,0,VERB
stairs,sheriff,hastened,HIGH-MID,psychological,The sheriff became very,The stairs became very,The sheriff hastened and became very,The stairs fell and became very,The stairs hastened and became very,3,ADJ
cup,manager,clapped,HIGH,physical,The manager was very,The cup was very,The manager clapped and was very,The cup fell and was very,The cup clapped and was very,2,ADJ
mirror,engineer,gestured,HIGH,physical,The engineer started to,The mirror started to,The engineer gestured and started to,The mirror fell and started to,The mirror gestured and started to,1,VERB
tub,bartender,drank,HIGH,physical,The bartender started to,The tub started to,The bartender drank and started to,The tub fell and started to,The tub drank and started to,1,VERB
book,president,voted,MID,psychological,The president was very,The book was very,The president voted and was very,The book fell and was very,The book voted and was very,2,ADJ
chair,architect,cursed,HIGH,psychological,The architect started to,The chair started to,The architect cursed and started to,The chair fell and started to,The chair cursed and started to,1,VERB
canoe,change over,clapped,HIGH,physical,The change over was very,The canoe was very,The change over clapped and was very,The canoe fell and was very,The canoe clapped and was very,2,ADJ
knife,nephew,staggered,HIGH-MID,physical,The nephew became very,The knife became very,The nephew staggered and became very,The knife fell and became very,The knife staggered and became very,3,ADJ
truck,painter,suspected,HIGH,psychological,The painter became very,The truck became very,The painter suspected and became very,The truck fell and became very,The truck suspected and became very,3,ADJ
ferry,lawyer,frowned,HIGH,physical,The lawyer became very,The ferry became very,The lawyer frowned and became very,The ferry fell and became very,The ferry frowned and became very,3,ADJ
electron,husband,grunted,HIGH,physical,The husband started to,The electron started to,The husband grunted and started to,The electron fell and started to,The electron grunted and started to,1,VERB
napkin,infantryman,fiddled,HIGH,physical,The infantryman became very,The napkin became very,The infantryman fiddled and became very,The napkin fell and became very,The napkin fiddled and became very,3,ADJ
furniture,chancellor,gasped,HIGH,physical,The chancellor started to,The furniture started to,The chancellor gasped and started to,The furniture fell and started to,The furniture gasped and started to,1,VERB
cake,clerk,stepped,HIGH,physical,The clerk started to,The cake started to,The clerk stepped and started to,The cake fell and started to,The cake stepped and started to,1,VERB
thread,nephew,grinned,HIGH,physical,The nephew started to,The thread started to,The nephew grinned and started to,The thread fell and started to,The thread grinned and started to,1,VERB
limousine,executive director,rambled,HIGH-MID,physical,The executive director started to,The limousine started to,The executive director rambled and started to,The limousine fell and started to,The limousine rambled and started to,1,VERB
vase,assembler,remembered,HIGH,psychological,The assembler became very,The vase became very,The assembler remembered and became very,The vase fell and became very,The vase remembered and became very,3,ADJ
cart,technician,sneered,HIGH,psychological,The technician was very,The cart was very,The technician sneered and was very,The cart fell and was very,The cart sneered and was very,2,ADJ
pistol,fisher,commented,HIGH-MID,psychological,The fisher was very,The pistol was very,The fisher commented and was very,The pistol fell and was very,The pistol commented and was very,2,ADJ
telephone,pilot,pled,HIGH,psychological,The pilot became very,The telephone became very,The pilot pled and became very,The telephone fell and became very,The telephone pled and became very,3,ADJ
brush,scout,waited,HIGH,psychological,The scout started to,The brush started to,The scout waited and started to,The brush fell and started to,The brush waited and started to,1,VERB
ship,woman,glared,HIGH,physical,The woman was very,The ship was very,The woman glared and was very,The ship fell and was very,The ship glared and was very,2,ADJ
dress,priest,bled,MID,physical,The priest became very,The dress became very,The priest bled and became very,The dress fell and became very,The dress bled and became very,3,ADJ
hailstone,facilitator,exclaimed,HIGH,psychological,The facilitator became very,The hailstone became very,The facilitator exclaimed and became very,The hailstone fell and became very,The hailstone exclaimed and became very,3,ADJ
needle,programmer,enlisted,HIGH-MID,psychological,The programmer started to,The needle started to,The programmer enlisted and started to,The needle fell and started to,The needle enlisted and started to,1,VERB
violin,grandfather,read,HIGH,psychological,The grandfather became very,The violin became very,The grandfather read and became very,The violin fell and became very,The violin read and became very,3,ADJ
zipper,psychotherapist,blinked,HIGH,physical,The psychotherapist became very,The zipper became very,The psychotherapist blinked and became very,The zipper fell and became very,The zipper blinked and became very,3,ADJ
radio,person,flinched,HIGH,physical,The person was very,The radio was very,The person flinched and was very,The radio fell and was very,The radio flinched and was very,2,ADJ
buckle,executive director,packed,HIGH-MID,physical,The executive director was very,The buckle was very,The executive director packed and was very,The buckle fell and was very,The buckle packed and was very,2,ADJ
pie,grandmother,searched,HIGH-MID,psychological,The grandmother became very,The pie became very,The grandmother searched and became very,The pie fell and became very,The pie searched and became very,3,ADJ
pendulum,clerk,panted,HIGH,physical,The clerk began to,The pendulum began to,The clerk panted and began to,The pendulum fell and began to,The pendulum panted and began to,0,VERB
limousine,executive director,grunted,HIGH,physical,The executive director became very,The limousine became very,The executive director grunted and became very,The limousine fell and became very,The limousine grunted and became very,3,ADJ
thorn,broker,bellowed,HIGH,physical,The broker was very,The thorn was very,The broker bellowed and was very,The thorn fell and was very,The thorn bellowed and was very,2,ADJ
timepiece,actuary,trotted,HIGH-MID,physical,The actuary began to,The timepiece began to,The actuary trotted and began to,The timepiece fell and began to,The timepiece trotted and began to,0,VERB
submarine,uncle,shuddered,HIGH-MID,physical,The uncle was very,The submarine was very,The uncle shuddered and was very,The submarine fell and was very,The submarine shuddered and was very,2,ADJ
key,mother,agreed,HIGH-MID,psychological,The mother began to,The key began to,The mother agreed and began to,The key fell and began to,The key agreed and began to,0,VERB
plate,secretary,grumbled,HIGH,physical,The secretary was very,The plate was very,The secretary grumbled and was very,The plate fell and was very,The plate grumbled and was very,2,ADJ
thermometer,police officer,panted,HIGH,physical,The police officer became very,The thermometer became very,The police officer panted and became very,The thermometer fell and became very,The thermometer panted and became very,3,ADJ
blouse,assistant director,chose,HIGH,psychological,The assistant director became very,The blouse became very,The assistant director chose and became very,The blouse fell and became very,The blouse chose and became very,3,ADJ
microscope,scout,waited,HIGH,psychological,The scout became very,The microscope became very,The scout waited and became very,The microscope fell and became very,The microscope waited and became very,3,ADJ
rope,grandfather,walked,HIGH,physical,The grandfather began to,The rope began to,The grandfather walked and began to,The rope fell and began to,The rope walked and began to,0,VERB
television,person,visited,HIGH,psychological,The person began to,The television began to,The person visited and began to,The television fell and began to,The television visited and began to,0,VERB
telescope,journalist,sneered,HIGH,psychological,The journalist started to,The telescope started to,The journalist sneered and started to,The telescope fell and started to,The telescope sneered and started to,1,VERB
knife,nephew,clapped,HIGH,physical,The nephew started to,The knife started to,The nephew clapped and started to,The knife fell and started to,The knife clapped and started to,1,VERB
thermometer,police officer,crawled,HIGH-MID,physical,The police officer became very,The thermometer became very,The police officer crawled and became very,The thermometer fell and became very,The thermometer crawled and became very,3,ADJ
purse,auditor,howled,MID,physical,The auditor began to,The purse began to,The auditor howled and began to,The purse fell and began to,The purse howled and began to,0,VERB
